Date,Hr_End,DA_Demand,RT_Demand,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,Dry_Bulb,Dew_Point
3-Jan-21,15,"1,321.60","1,509.38",30.59,30.22,0.00,0.37,37.83,37.26,0.00,0.57,30,25
3-Jan-21,16,"1,381.30","1,529.27",29.36,28.95,0.00,0.41,46.90,46.03,0.00,0.87,30,24
3-Jan-21,17,"1,536.40","1,630.35",41.14,40.18,0.00,0.96,41.88,40.87,0.00,1.01,30,24
3-Jan-21,18,"1,541.50","1,672.73",49.91,48.83,0.13,0.95,51.83,50.40,0.00,1.43,30,24
3-Jan-21,19,"1,523.60","1,618.20",41.90,41.15,0.00,0.75,52.75,51.39,0.00,1.36,29,24
3-Jan-21,20,"1,429.30","1,541.29",29.70,29.30,0.00,0.40,41.42,40.62,0.00,0.80,29,24
3-Jan-21,21,"1,307.10","1,451.05",30.47,30.25,0.00,0.22,41.91,41.36,0.00,0.55,28,25
3-Jan-21,22,"1,180.90","1,351.50",27.58,27.52,0.00,0.06,29.47,29.27,0.00,0.20,29,23
3-Jan-21,23,"1,086.50","1,259.43",28.19,28.42,0.00,-0.23,29.51,29.45,0.00,0.06,29,23
3-Jan-21,24,965.80,"1,200.09",24.57,24.92,0.00,-0.35,24.56,24.62,0.00,-0.06,29,23
4-Jan-21,01,"1,045.60","1,151.62",26.70,26.95,0.00,-0.25,26.01,26.16,0.00,-0.15,28,23
4-Jan-21,02,931.70,"1,130.73",24.78,25.18,0.00,-0.40,27.80,28.02,0.00,-0.22,28,24
4-Jan-21,03,922.30,"1,128.33",23.16,23.53,0.00,-0.37,26.05,26.27,0.00,-0.22,28,24
4-Jan-21,04,942.20,"1,129.25",22.61,22.91,0.00,-0.30,25.89,26.07,0.00,-0.18,27,25
4-Jan-21,05,943.50,"1,169.72",28.45,28.79,0.00,-0.34,25.25,25.34,0.00,-0.09,27,25
4-Jan-21,06,"1,003.40","1,258.20",30.06,30.33,0.00,-0.27,26.71,26.65,0.00,0.06,27,24
4-Jan-21,07,"1,150.70","1,390.73",49.57,43.79,5.71,0.07,27.68,27.39,0.00,0.29,27,24
4-Jan-21,08,"1,325.50","1,497.15",34.91,34.89,0.00,0.02,24.33,23.98,0.00,0.35,28,25
4-Jan-21,09,"1,392.60","1,551.68",33.41,33.23,0.00,0.18,26.14,25.64,0.00,0.50,27,24
4-Jan-21,10,"1,418.50","1,574.41",30.59,30.32,0.00,0.27,27.00,26.42,0.00,0.58,29,25
4-Jan-21,11,"1,455.00","1,580.25",35.43,35.24,0.00,0.19,31.85,31.11,0.00,0.74,29,26
4-Jan-21,12,"1,465.60","1,579.85",35.78,35.59,0.00,0.19,28.44,27.81,0.00,0.63,31,27
4-Jan-21,13,"1,449.70","1,541.61",30.74,30.50,0.00,0.24,26.61,25.98,0.00,0.63,32,27
4-Jan-21,14,"1,439.50","1,527.17",30.76,30.45,0.00,0.31,24.81,24.40,0.00,0.41,32,27
4-Jan-21,15,"1,468.80","1,512.29",28.73,28.48,0.00,0.25,24.93,24.59,0.00,0.34,35,28
4-Jan-21,16,"1,471.30","1,523.37",27.11,26.77,0.00,0.34,26.64,26.23,0.00,0.41,34,28
4-Jan-21,17,"1,537.00","1,604.68",32.75,32.39,0.00,0.36,31.60,31.07,0.00,0.53,34,28
4-Jan-21,18,"1,533.70","1,674.34",45.09,44.77,0.00,0.32,31.68,31.20,0.00,0.48,31,27
4-Jan-21,19,"1,459.60","1,636.60",38.15,37.97,0.00,0.18,37.80,37.28,0.00,0.52,31,27
4-Jan-21,20,"1,389.80","1,575.09",33.37,33.35,0.00,0.02,39.76,39.36,0.00,0.40,31,27
4-Jan-21,21,"1,287.60","1,486.12",27.93,27.95,0.00,-0.02,36.72,36.26,0.00,0.46,30,26
4-Jan-21,22,"1,190.00","1,380.18",23.55,23.70,0.00,-0.15,24.17,23.92,0.00,0.25,30,26
4-Jan-21,23,"1,032.00","1,286.65",27.34,28.03,0.00,-0.69,21.91,21.87,0.00,0.04,29,26
4-Jan-21,24,940.10,"1,221.73",21.82,22.03,0.00,-0.21,20.74,20.75,0.00,-0.01,29,26
5-Jan-21,01,882.50,"1,165.09",32.24,32.96,0.00,-0.72,27.79,27.94,0.00,-0.15,29,25
5-Jan-21,02,836.20,"1,139.00",26.87,27.59,0.00,-0.72,27.04,27.31,0.00,-0.27,29,25
5-Jan-21,03,882.30,"1,128.22",25.33,25.85,0.00,-0.52,23.67,23.92,0.00,-0.25,29,25
5-Jan-21,04,890.80,"1,131.51",25.77,26.35,0.00,-0.58,25.20,25.40,0.00,-0.20,28,24
5-Jan-21,05,893.20,"1,162.39",29.53,30.02,0.00,-0.49,30.48,30.61,0.00,-0.13,28,24
5-Jan-21,06,934.30,"1,254.55",32.16,32.64,0.00,-0.48,33.20,33.23,0.00,-0.03,28,25
5-Jan-21,07,"1,103.50","1,396.81",45.20,45.47,0.00,-0.27,45.35,45.22,0.00,0.13,28,26
5-Jan-21,08,"1,213.80","1,484.35",46.88,46.99,0.00,-0.11,52.67,52.20,0.00,0.47,28,26
5-Jan-21,09,"1,306.50","1,537.69",38.29,37.92,0.00,0.37,43.26,42.79,0.00,0.47,29,26
5-Jan-21,10,"1,276.00","1,561.91",40.93,40.52,0.00,0.41,31.03,30.66,0.00,0.37,29,26
5-Jan-21,11,"1,289.50","1,578.93",36.08,35.84,0.00,0.24,34.11,33.76,0.00,0.35,30,26
5-Jan-21,12,"1,298.30","1,575.05",36.42,35.96,0.00,0.46,61.36,60.56,0.00,0.80,31,27
5-Jan-21,13,"1,246.50","1,554.73",35.43,35.20,0.00,0.23,47.42,46.89,0.00,0.53,31,28
5-Jan-21,14,"1,254.60","1,551.16",35.26,35.05,0.00,0.21,43.59,43.16,0.00,0.43,32,28
5-Jan-21,15,"1,281.50","1,536.15",31.80,31.47,0.00,0.33,46.88,46.45,0.00,0.43,32,28
5-Jan-21,16,"1,293.90","1,548.12",33.41,32.97,0.00,0.44,50.31,49.85,0.00,0.46,30,28
5-Jan-21,17,"1,456.60","1,612.73",41.11,40.43,0.03,0.65,51.71,51.28,0.00,0.43,31,29
5-Jan-21,18,"1,474.10","1,673.82",49.87,49.26,0.19,0.42,49.34,49.24,0.00,0.10,31,28
5-Jan-21,19,"1,469.40","1,637.63",44.74,44.21,0.27,0.26,50.42,50.50,0.00,-0.08,30,27
5-Jan-21,20,"1,366.50","1,556.06",36.36,36.24,0.00,0.12,50.20,50.48,0.00,-0.28,30,28
5-Jan-21,21,"1,273.40","1,487.71",31.69,31.61,0.00,0.08,43.71,43.94,0.00,-0.23,30,28
5-Jan-21,22,"1,079.10","1,370.21",29.67,29.95,-0.03,-0.25,41.87,42.03,0.00,-0.16,30,28
5-Jan-21,23,939.10,"1,281.79",27.57,28.05,0.03,-0.51,28.82,29.18,0.00,-0.36,30,27
5-Jan-21,24,826.90,"1,204.90",26.27,26.93,-0.05,-0.61,28.76,29.25,0.00,-0.49,30,27
6-Jan-21,01,695.70,"1,152.74",28.10,29.35,-0.25,-1.00,35.38,36.22,0.00,-0.84,29,25
6-Jan-21,02,641.30,"1,127.36",26.67,28.03,-0.28,-1.08,32.37,33.56,-0.30,-0.89,28,24
6-Jan-21,03,664.10,"1,117.41",26.62,27.99,-0.27,-1.10,29.89,31.30,-0.47,-0.94,29,25
6-Jan-21,04,706.10,"1,122.96",26.68,28.00,-0.27,-1.05,27.96,29.34,-0.48,-0.90,29,25
6-Jan-21,05,735.00,"1,164.46",27.12,28.30,-0.25,-0.93,29.92,31.23,-0.43,-0.88,28,25
6-Jan-21,06,826.20,"1,249.10",30.20,31.22,-0.26,-0.76,28.96,29.98,-0.38,-0.64,29,25
6-Jan-21,07,"1,048.80","1,387.66",36.24,36.51,0.16,-0.43,29.43,30.19,-0.39,-0.37,29,25
6-Jan-21,08,"1,214.40","1,488.26",37.37,37.86,-0.03,-0.46,27.85,28.59,-0.35,-0.39,28,25
6-Jan-21,09,"1,280.80","1,540.91",33.60,33.90,-0.06,-0.24,30.50,31.40,-0.46,-0.44,29,24
6-Jan-21,10,"1,237.00","1,551.50",30.08,30.40,-0.07,-0.25,28.78,29.61,-0.48,-0.35,30,24
6-Jan-21,11,"1,156.20","1,546.34",27.92,28.26,-0.13,-0.21,25.94,26.92,-0.76,-0.22,34,25
6-Jan-21,12,"1,149.50","1,529.19",27.41,27.81,-0.15,-0.25,26.10,27.03,-0.68,-0.25,35,23
6-Jan-21,13,"1,139.50","1,530.91",26.28,26.68,-0.12,-0.28,25.69,26.50,-0.57,-0.24,37,23
6-Jan-21,14,"1,129.30","1,506.27",26.13,26.64,-0.12,-0.39,26.10,26.75,-0.41,-0.24,37,24
6-Jan-21,15,"1,144.10","1,508.82",26.09,26.57,-0.12,-0.36,29.95,30.58,-0.34,-0.29,38,23
6-Jan-21,16,"1,194.80","1,517.31",26.72,27.23,-0.24,-0.27,46.60,47.38,-0.08,-0.70,37,21
6-Jan-21,17,"1,313.00","1,571.48",32.91,33.44,-0.28,-0.25,47.95,49.31,-0.65,-0.71,36,22
6-Jan-21,18,"1,323.40","1,663.35",49.81,50.62,-0.14,-0.67,57.42,59.16,-0.92,-0.82,34,21
6-Jan-21,19,"1,324.10","1,619.65",38.27,39.06,-0.29,-0.50,31.78,32.90,-0.62,-0.50,33,20
6-Jan-21,20,"1,264.80","1,564.61",31.36,32.05,-0.28,-0.41,30.02,31.37,-0.83,-0.52,33,20
6-Jan-21,21,"1,184.40","1,493.28",29.58,30.16,-0.26,-0.32,26.76,27.81,-0.73,-0.32,33,19
6-Jan-21,22,"1,059.20","1,394.50",26.24,27.08,-0.34,-0.50,24.46,25.52,-0.72,-0.34,33,19
6-Jan-21,23,897.00,"1,287.63",24.99,26.28,-0.28,-1.01,23.92,24.98,-0.60,-0.46,32,18
6-Jan-21,24,808.50,"1,209.30",26.49,28.01,-0.43,-1.09,25.29,26.47,-0.57,-0.61,33,18
7-Jan-21,01,715.80,"1,163.83",23.89,25.66,-0.42,-1.35,24.93,26.23,-0.59,-0.71,33,21
7-Jan-21,02,658.40,"1,138.06",22.75,24.60,-0.47,-1.38,24.72,26.12,-0.65,-0.75,33,21
7-Jan-21,03,636.30,"1,127.74",22.23,24.01,-0.42,-1.36,24.11,25.42,-0.58,-0.73,34,20
7-Jan-21,04,672.80,"1,135.44",22.29,24.06,-0.42,-1.35,23.73,24.93,-0.44,-0.76,33,19
7-Jan-21,05,717.10,"1,171.47",23.80,25.49,-0.46,-1.23,24.70,26.01,-0.52,-0.79,33,19
7-Jan-21,06,850.80,"1,265.96",26.38,27.82,-0.48,-0.96,26.84,28.11,-0.64,-0.63,33,19
7-Jan-21,07,"1,027.90","1,409.88",30.66,31.71,-0.37,-0.68,25.95,26.80,-0.46,-0.39,33,19
7-Jan-21,08,"1,080.50","1,507.74",43.82,44.39,0.36,-0.93,35.69,36.64,-0.68,-0.27,33,19
7-Jan-21,09,"1,169.90","1,536.53",33.06,34.07,-0.52,-0.49,36.44,37.51,-0.92,-0.15,33,18
7-Jan-21,10,"1,086.30","1,528.40",27.29,28.27,-0.40,-0.58,29.87,30.95,-0.94,-0.14,34,18
7-Jan-21,11,"1,076.70","1,511.73",24.39,25.43,-0.38,-0.66,24.91,25.85,-0.85,-0.09,36,18
7-Jan-21,12,"1,036.30","1,479.23",23.58,24.63,-0.36,-0.69,24.18,25.23,-0.94,-0.11,38,18
7-Jan-21,13,"1,014.50","1,463.77",23.25,24.22,-0.37,-0.60,23.71,24.73,-0.89,-0.13,39,17
7-Jan-21,14,"1,037.30","1,469.71",23.28,24.18,-0.37,-0.53,22.51,23.38,-0.65,-0.22,40,18
7-Jan-21,15,"1,085.90","1,463.39",23.22,24.19,-0.35,-0.62,23.62,24.53,-0.74,-0.17,39,18
7-Jan-21,16,"1,156.40","1,493.58",24.35,25.18,-0.38,-0.45,24.98,25.73,-0.65,-0.10,39,17
7-Jan-21,17,"1,293.10","1,578.46",34.64,35.37,-0.44,-0.29,31.24,31.92,-0.72,0.04,37,17
7-Jan-21,18,"1,332.60","1,663.55",50.29,50.94,-0.08,-0.57,38.95,39.50,-0.68,0.13,36,18
7-Jan-21,19,"1,306.80","1,634.50",45.29,46.04,-0.14,-0.61,32.36,32.96,-0.66,0.06,34,17
7-Jan-21,20,"1,248.90","1,574.79",33.33,34.26,-0.47,-0.46,37.71,38.34,-0.49,-0.14,32,16
7-Jan-21,21,"1,124.20","1,497.45",29.18,30.01,-0.25,-0.58,29.30,29.81,-0.35,-0.16,30,16
7-Jan-21,22,977.30,"1,401.28",26.92,27.86,-0.33,-0.61,25.60,26.17,-0.31,-0.26,28,16
7-Jan-21,23,876.80,"1,302.92",24.15,25.63,-0.45,-1.03,24.22,25.25,-0.49,-0.54,27,16
7-Jan-21,24,831.70,"1,236.91",22.89,24.12,-0.44,-0.79,24.11,25.17,-0.41,-0.65,27,17
8-Jan-21,01,734.30,"1,192.01",27.55,29.24,-0.56,-1.13,27.58,28.89,-0.53,-0.78,26,17
8-Jan-21,02,698.60,"1,168.20",25.44,27.08,-0.54,-1.10,25.68,27.02,-0.60,-0.74,27,16
8-Jan-21,03,696.30,"1,158.32",23.86,25.41,-0.50,-1.05,24.21,25.60,-0.68,-0.71,25,17
8-Jan-21,04,720.80,"1,166.37",24.94,26.44,-0.51,-0.99,24.38,25.82,-0.76,-0.68,23,16
8-Jan-21,05,772.90,"1,209.56",26.79,28.07,-0.55,-0.73,25.09,26.34,-0.66,-0.59,23,16
8-Jan-21,06,863.80,"1,300.09",30.11,31.36,-0.60,-0.65,25.45,26.45,-0.57,-0.43,21,16
8-Jan-21,07,"1,108.50","1,443.10",31.94,32.70,-0.49,-0.27,25.19,26.01,-0.56,-0.26,23,16
8-Jan-21,08,"1,221.30","1,545.78",44.92,45.61,-0.58,-0.11,35.37,36.18,-0.64,-0.17,22,16
8-Jan-21,09,"1,260.90","1,577.28",40.89,41.74,-0.58,-0.27,33.69,34.44,-0.68,-0.07,24,18
8-Jan-21,10,"1,198.00","1,561.03",31.59,32.36,-0.47,-0.30,27.47,27.90,-0.38,-0.05,27,19
8-Jan-21,11,"1,069.60","1,532.37",28.03,28.92,-0.41,-0.48,27.22,27.77,-0.49,-0.06,31,19
8-Jan-21,12,"1,003.90","1,502.31",27.00,27.73,-0.39,-0.34,27.07,27.50,-0.41,-0.02,34,16
8-Jan-21,13,978.40,"1,472.15",25.84,26.64,-0.38,-0.42,27.10,27.63,-0.46,-0.07,36,17
8-Jan-21,14,"1,002.30","1,469.00",26.16,27.00,-0.38,-0.46,26.87,27.40,-0.42,-0.11,38,12
8-Jan-21,15,"1,038.20","1,468.16",26.96,27.73,-0.39,-0.38,27.58,28.04,-0.38,-0.08,40,13
8-Jan-21,16,"1,128.80","1,498.35",27.51,28.16,-0.38,-0.27,27.65,28.13,-0.37,-0.11,39,10
8-Jan-21,17,"1,353.30","1,568.13",39.08,39.06,-0.01,0.03,34.54,34.86,-0.32,0.00,36,11
8-Jan-21,18,"1,412.50","1,644.70",51.94,51.81,0.25,-0.12,34.40,34.68,-0.24,-0.04,33,14
8-Jan-21,19,"1,342.90","1,613.25",46.87,46.78,0.26,-0.17,32.87,32.98,-0.12,0.01,31,16
8-Jan-21,20,"1,345.40","1,536.53",40.70,40.88,-0.14,-0.04,29.02,29.26,-0.22,-0.02,31,16
8-Jan-21,21,"1,284.20","1,483.32",33.73,34.42,-0.46,-0.23,27.61,28.01,-0.21,-0.19,29,16
8-Jan-21,22,"1,122.70","1,412.11",31.49,32.32,-0.42,-0.41,27.32,27.77,-0.22,-0.23,27,15
8-Jan-21,23,984.80,"1,327.41",29.32,30.16,-0.40,-0.44,29.53,29.84,0.00,-0.31,25,15
8-Jan-21,24,888.50,"1,257.76",27.84,28.90,-0.38,-0.68,27.76,28.02,0.00,-0.26,25,14
9-Jan-21,01,840.60,"1,211.54",30.30,31.38,-0.35,-0.73,27.35,27.58,0.00,-0.23,25,12
9-Jan-21,02,776.00,"1,193.03",28.18,29.34,-0.44,-0.72,27.45,27.64,0.00,-0.19,26,12
9-Jan-21,03,772.40,"1,176.48",27.05,28.14,-0.42,-0.67,25.38,25.55,0.00,-0.17,24,12
9-Jan-21,04,811.60,"1,179.86",27.19,28.08,-0.38,-0.51,24.57,24.80,0.00,-0.23,24,12
9-Jan-21,05,806.90,"1,194.65",27.70,28.58,-0.42,-0.46,24.02,24.20,0.00,-0.18,23,12
9-Jan-21,06,862.90,"1,235.58",27.96,28.76,-0.34,-0.46,24.45,24.64,0.00,-0.19,22,13
9-Jan-21,07,975.30,"1,309.22",28.84,29.42,-0.35,-0.23,29.09,29.23,0.00,-0.14,22,13
9-Jan-21,08,"1,038.10","1,383.46",34.38,34.94,-0.36,-0.20,30.44,30.47,0.00,-0.03,23,14
9-Jan-21,09,"1,177.70","1,440.68",33.18,33.55,-0.34,-0.03,29.61,29.59,0.00,0.02,24,14
9-Jan-21,10,"1,105.10","1,485.17",29.51,29.90,-0.30,-0.09,28.59,28.70,0.00,-0.11,27,15
9-Jan-21,11,988.30,"1,493.64",30.26,30.98,-0.34,-0.38,30.62,30.74,0.00,-0.12,31,17
9-Jan-21,12,"1,015.00","1,492.38",29.74,30.32,-0.36,-0.22,29.73,29.85,0.00,-0.12,32,18
9-Jan-21,13,"1,025.80","1,480.89",28.81,29.29,-0.29,-0.19,29.14,29.34,0.00,-0.20,32,19
9-Jan-21,14,"1,012.50","1,464.35",28.51,29.09,-0.24,-0.34,28.00,28.36,-0.15,-0.21,33,20
9-Jan-21,15,"1,062.20","1,450.98",29.23,29.60,-0.21,-0.16,28.61,28.96,-0.12,-0.23,33,20
9-Jan-21,16,"1,044.90","1,472.04",30.63,31.07,-0.27,-0.17,32.32,32.60,0.00,-0.28,33,20
9-Jan-21,17,"1,252.10","1,545.37",40.03,40.59,-0.45,-0.11,45.51,46.00,0.00,-0.49,33,20
9-Jan-21,18,"1,270.10","1,614.50",53.04,53.80,-0.57,-0.19,41.93,42.36,0.00,-0.43,32,20
9-Jan-21,19,"1,212.70","1,564.08",48.42,49.42,-0.59,-0.41,40.07,40.47,0.00,-0.40,32,21
9-Jan-21,20,"1,145.40","1,497.24",39.99,41.03,-0.50,-0.54,37.08,37.78,-0.14,-0.56,32,21
9-Jan-21,21,"1,063.00","1,438.53",35.37,36.27,-0.45,-0.45,32.77,33.34,0.00,-0.57,32,22
9-Jan-21,22,962.90,"1,349.96",32.88,33.61,-0.33,-0.40,26.75,27.34,-0.16,-0.43,32,22
9-Jan-21,23,835.70,"1,279.02",30.91,31.99,-0.42,-0.66,25.49,26.26,-0.27,-0.50,31,21
9-Jan-21,24,770.10,"1,212.70",29.55,31.02,-0.52,-0.95,26.36,27.35,-0.38,-0.61,30,20
10-Jan-21,01,672.70,"1,160.15",34.16,35.90,-0.51,-1.23,32.02,32.81,0.00,-0.79,30,18
10-Jan-21,02,655.20,"1,133.43",30.56,32.14,-0.47,-1.11,25.59,26.27,0.00,-0.68,29,16
10-Jan-21,03,654.30,"1,133.02",30.07,31.68,-0.46,-1.15,25.51,26.24,0.00,-0.73,29,16
10-Jan-21,04,683.00,"1,135.10",28.88,30.41,-0.45,-1.08,24.10,25.01,-0.16,-0.75,27,16
10-Jan-21,05,688.90,"1,152.44",29.96,31.58,-0.49,-1.13,24.24,25.74,-0.69,-0.81,27,16
10-Jan-21,06,710.90,"1,186.50",32.88,34.51,-0.55,-1.08,24.75,26.22,-0.71,-0.76,26,16
10-Jan-21,07,757.50,"1,267.13",31.00,32.27,-0.35,-0.92,24.92,25.63,-0.10,-0.61,27,16
10-Jan-21,08,892.10,"1,340.28",38.14,38.63,0.00,-0.49,26.02,26.37,0.00,-0.35,24,15
10-Jan-21,09,984.50,"1,409.51",35.41,35.77,0.02,-0.38,26.13,26.49,0.00,-0.36,26,16
10-Jan-21,10,958.40,"1,450.69",31.57,32.15,-0.17,-0.41,24.91,25.30,0.00,-0.39,29,17
10-Jan-21,11,983.90,"1,444.46",31.59,32.14,-0.16,-0.39,27.92,28.28,0.00,-0.36,32,16
